id_viaje,id_socio,num_economico,distancia,tiempo,fecha
v-002316,s-0013,eco-0176,0.12,8,2021-11-16
v-002317,s-0152,eco-0383,3.42,12,2021-12-26
v-002318,s-0191,eco-0039,1.48,10,2021-11-14
v-002319,s-0139,eco-0281,7.81,44,2021-09-19
v-002320,s-0137,eco-0118,15.05,48,2021-07-30
v-002321,s-0120,eco-0098,1.6,6,2021-09-29
v-002322,s-0180,eco-0214,4.26,12,2021-07-07
v-002323,s-0030,eco-0205,8.27,46,2021-02-26
v-002324,s-0162,eco-0073,0.86,8,2021-11-30
v-002325,s-0044,eco-0239,1.78,10,2021-12-30
v-002326,s-0198,eco-0195,12.29,45,2021-06-03
v-002327,s-0145,eco-0063,2.84,8,2021-04-04
v-002328,s-0056,eco-0225,18.35,42,2021-03-18
v-002329,s-0115,eco-0235,2.81,6,2021-07-14
v-002330,s-0170,eco-0088,2.11,11,2021-10-25
v-002331,s-0101,eco-0001,2.02,9,2021-02-17
v-002332,s-0149,eco-0211,7.31,42,2021-10-30
v-002333,s-0175,eco-0199,3.3,8,2021-06-28
v-002334,s-0088,eco-0358,11.57,37,2021-02-28
v-002335,s-0008,eco-0307,9.33,50,2021-12-31
v-002336,s-0026,eco-0073,1.85,9,2021-06-30
v-002337,s-0150,eco-0325,0.81,12,2021-09-14
v-002338,s-0088,eco-0432,2.24,8,2021-05-18
v-002339,s-0018,eco-0390,1.51,7,2021-02-09
v-002340,s-0053,eco-0408,0.06,9,2021-01-17
v-002341,s-0129,eco-0467,7.9,43,2021-04-17
v-002342,s-0163,eco-0142,7.89,43,2021-10-03
v-002343,s-0197,eco-0240,2.57,7,2021-11-14
v-002344,s-0044,eco-0396,1.6,10,2021-07-18
v-002345,s-0167,eco-0323,0.67,10,2021-09-17
v-002346,s-0108,eco-0459,15.79,47,2021-04-15
v-002347,s-0149,eco-0329,1.26,9,2021-07-11
v-002348,s-0015,eco-0401,7.84,49,2021-06-16
v-002349,s-0084,eco-0331,7.78,40,2021-11-17
v-002350,s-0041,eco-0490,2.07,10,2021-01-23
v-002351,s-0065,eco-0072,3.18,48,2021-01-07
v-002352,s-0021,eco-0309,2.0,5,2021-09-08
v-002353,s-0109,eco-0200,14.04,40,2021-09-24
v-002354,s-0030,eco-0298,2.42,11,2021-01-04
v-002355,s-0104,eco-0031,10.9,46,2021-08-08
v-002356,s-0142,eco-0344,14.37,44,2021-11-30
v-002357,s-0180,eco-0152,1.84,42,2021-10-13
v-002358,s-0052,eco-0364,1.37,10,2021-11-16
v-002359,s-0168,eco-0467,0.59,8,2021-01-13
v-002360,s-0137,eco-0123,10.85,38,2021-04-23
v-002361,s-0030,eco-0448,12.77,47,2021-09-10
v-002362,s-0045,eco-0189,1.47,9,2021-01-15
v-002363,s-0157,eco-0112,12.5,44,2021-07-04
v-002364,s-0148,eco-0240,2.34,11,2021-11-08
v-002365,s-0056,eco-0247,2.34,10,2021-10-28
v-002366,s-0109,eco-0380,1.59,10,2021-05-02
v-002367,s-0163,eco-0435,13.88,46,2021-06-06
v-002368,s-0139,eco-0448,1.58,11,2021-05-09
v-002369,s-0188,eco-0113,1.0,10,2021-11-01
v-002370,s-0028,eco-0022,6.58,38,2021-06-03
v-002371,s-0061,eco-0173,6.75,38,2021-08-08
v-002372,s-0004,eco-0215,2.48,8,2021-01-10
v-002373,s-0175,eco-0261,4.27,9,2021-04-14
v-002374,s-0184,eco-0150,2.16,12,2021-05-31
v-002375,s-0065,eco-0397,13.49,37,2021-09-09
v-002376,s-0142,eco-0243,1.97,9,2021-08-17
v-002377,s-0114,eco-0204,2.87,11,2021-07-16
v-002378,s-0082,eco-0017,11.43,44,2021-09-30
v-002379,s-0159,eco-0209,1.59,3,2021-10-06
v-002380,s-0184,eco-0433,7.63,45,2021-12-01
v-002381,s-0036,eco-0424,12.42,47,2021-09-15
v-002382,s-0195,eco-0373,2.04,9,2021-03-06
v-002383,s-0070,eco-0210,1.89,12,2021-05-26
v-002384,s-0010,eco-0256,1.56,9,2021-04-14
v-002385,s-0134,eco-0351,2.19,8,2021-05-14
v-002386,s-0113,eco-0194,7.0,41,2021-08-01
v-002387,s-0027,eco-0456,7.09,40,2021-09-30
v-002388,s-0129,eco-0101,2.1,12,2021-02-11
v-002389,s-0195,eco-0250,5.29,44,2021-10-23
v-002390,s-0182,eco-0106,2.17,9,2021-04-22
v-002391,s-0135,eco-0423,1.98,9,2021-02-13
v-002392,s-0073,eco-0386,3.75,5,2021-10-26
v-002393,s-0049,eco-0430,2.39,8,2021-12-18
v-002394,s-0067,eco-0364,13.73,41,2021-11-06
v-002395,s-0078,eco-0378,1.72,10,2021-09-22
v-002396,s-0042,eco-0166,2.14,12,2021-12-25
v-002397,s-0150,eco-0134,0.1,6,2021-06-05
v-002398,s-0174,eco-0184,0.45,9,2021-03-31
v-002399,s-0086,eco-0354,11.69,39,2021-12-11
v-002400,s-0037,eco-0375,2.64,12,2021-02-21
v-002401,s-0016,eco-0306,8.71,44,2021-04-26
v-002402,s-0118,eco-0267,1.94,12,2021-12-21
v-002403,s-0084,eco-0291,7.94,45,2021-02-03
v-002404,s-0025,eco-0234,2.99,10,2021-05-12
v-002405,s-0131,eco-0029,2.18,7,2021-09-03
v-002406,s-0134,eco-0437,1.58,11,2021-06-28
v-002407,s-0126,eco-0377,4.09,8,2021-08-09
v-002408,s-0063,eco-0418,1.84,9,2021-01-15
v-002409,s-0046,eco-0161,8.63,48,2021-12-12
v-002410,s-0071,eco-0132,2.71,47,2021-08-25
v-002411,s-0169,eco-0046,5.07,42,2021-08-23
v-002412,s-0036,eco-0091,1.0,12,2021-04-02
v-002413,s-0138,eco-0086,7.05,48,2021-08-31
v-002414,s-0109,eco-0482,3.17,12,2021-10-24
v-002415,s-0037,eco-0454,0.68,10,2021-01-20
v-002416,s-0005,eco-0480,2.45,8,2021-10-10
v-002417,s-0081,eco-0220,13.45,42,2021-09-20
v-002418,s-0102,eco-0062,11.41,50,2021-06-07
v-002419,s-0079,eco-0471,0.63,12,2021-04-28
v-002420,s-0174,eco-0380,2.27,11,2021-05-16
v-002421,s-0179,eco-0194,8.47,46,2021-05-09
v-002422,s-0063,eco-0400,5.98,9,2021-08-11
v-002423,s-0147,eco-0012,14.94,50,2021-11-04
v-002424,s-0150,eco-0295,2.6,15,2021-06-22
v-002425,s-0001,eco-0371,1.21,7,2021-09-03
v-002426,s-0167,eco-0245,2.65,13,2021-05-06
v-002427,s-0168,eco-0205,7.07,47,2021-06-18
v-002428,s-0147,eco-0171,9.75,36,2021-10-29
v-002429,s-0043,eco-0411,1.04,8,2021-10-25
v-002430,s-0182,eco-0103,1.74,8,2021-04-18
v-002431,s-0199,eco-0184,2.8,11,2021-04-07
v-002432,s-0027,eco-0110,7.26,48,2021-11-19
v-002433,s-0093,eco-0470,1.94,9,2021-02-28
v-002434,s-0108,eco-0154,2.06,8,2021-07-20
v-002435,s-0104,eco-0033,7.62,38,2021-08-31
v-002436,s-0193,eco-0114,0.42,12,2021-10-22
v-002437,s-0081,eco-0101,2.78,11,2021-02-20
v-002438,s-0078,eco-0479,0.96,9,2021-10-11
v-002439,s-0195,eco-0491,3.85,11,2021-02-13
v-002440,s-0062,eco-0330,2.78,7,2021-11-07
v-002441,s-0051,eco-0316,1.84,8,2021-12-25
v-002442,s-0052,eco-0202,12.09,42,2021-02-16
v-002443,s-0072,eco-0103,2.78,11,2021-12-21
v-002444,s-0183,eco-0160,2.93,4,2021-11-14
v-002445,s-0151,eco-0213,13.37,46,2021-12-17
v-002446,s-0077,eco-0130,11.01,34,2021-09-01
v-002447,s-0176,eco-0170,13.55,50,2021-10-16
v-002448,s-0081,eco-0247,1.14,11,2021-12-02
v-002449,s-0156,eco-0423,0.2,8,2021-04-24
v-002450,s-0137,eco-0426,5.39,45,2021-12-30
v-002451,s-0199,eco-0107,1.45,9,2021-02-23
v-002452,s-0159,eco-0213,2.84,11,2021-11-06
v-002453,s-0006,eco-0162,2.13,9,2021-09-06
v-002454,s-0115,eco-0011,7.84,47,2021-05-30
v-002455,s-0171,eco-0230,1.71,8,2021-05-25
v-002456,s-0115,eco-0093,0.82,5,2021-07-02
v-002457,s-0197,eco-0128,8.21,45,2021-09-19
v-002458,s-0055,eco-0319,2.5,9,2021-02-22
v-002459,s-0140,eco-0005,3.36,8,2021-02-28
v-002460,s-0079,eco-0226,16.23,44,2021-10-16
v-002461,s-0047,eco-0263,17.31,41,2021-09-26
v-002462,s-0004,eco-0302,3.81,12,2021-01-12
v-002463,s-0140,eco-0171,2.27,9,2021-01-19
v-002464,s-0172,eco-0374,2.66,7,2021-05-10
v-002465,s-0139,eco-0214,13.12,54,2021-01-02
v-002466,s-0136,eco-0051,0.82,9,2021-05-13
v-002467,s-0112,eco-0183,1.57,7,2021-02-28
v-002468,s-0008,eco-0150,5.89,46,2021-12-31
v-002469,s-0078,eco-0315,3.53,12,2021-05-11
v-002470,s-0055,eco-0174,10.15,45,2021-08-24
v-002471,s-0087,eco-0260,8.26,52,2021-03-24
v-002472,s-0055,eco-0092,2.23,6,2021-03-08
v-002473,s-0138,eco-0499,1.37,8,2021-05-06
v-002474,s-0104,eco-0220,13.47,38,2021-09-26
v-002475,s-0040,eco-0011,4.21,5,2021-12-16
v-002476,s-0037,eco-0043,0.05,8,2021-08-15
v-002477,s-0182,eco-0225,1.53,8,2021-01-01
v-002478,s-0088,eco-0160,2.89,11,2021-10-26
v-002479,s-0016,eco-0184,12.38,50,2021-01-02
v-002480,s-0199,eco-0169,1.31,9,2021-01-07
v-002481,s-0110,eco-0036,11.53,45,2021-04-03
v-002482,s-0186,eco-0395,2.56,6,2021-03-29
v-002483,s-0023,eco-0443,13.11,44,2021-01-21
v-002484,s-0073,eco-0356,0.5,8,2021-01-22
v-002485,s-0118,eco-0199,11.95,48,2021-05-10
v-002486,s-0088,eco-0069,14.79,49,2021-04-28
v-002487,s-0194,eco-0311,2.4,7,2021-02-11
v-002488,s-0005,eco-0497,10.1,48,2021-12-29
v-002489,s-0039,eco-0179,2.03,9,2021-02-24
v-002490,s-0113,eco-0292,3.27,45,2021-01-01
v-002491,s-0152,eco-0459,3.66,44,2021-02-08
v-002492,s-0051,eco-0309,6.99,42,2021-06-02
v-002493,s-0015,eco-0033,2.79,5,2021-04-30
v-002494,s-0093,eco-0165,0.08,9,2021-07-31
v-002495,s-0149,eco-0004,10.25,55,2021-09-25
v-002496,s-0066,eco-0353,1.19,10,2021-01-13
v-002497,s-0076,eco-0299,0.76,10,2021-09-08
v-002498,s-0197,eco-0274,1.51,7,2021-08-29
v-002499,s-0194,eco-0325,1.59,10,2021-09-22
v-002500,s-0167,eco-0344,1.93,14,2021-02-09
v-002501,s-0018,eco-0134,1.08,12,2021-09-20
v-002502,s-0065,eco-0209,1.33,8,2021-03-26
v-002503,s-0085,eco-0253,11.59,46,2021-12-05
v-002504,s-0073,eco-0313,2.39,8,2021-09-30
v-002505,s-0120,eco-0094,2.31,11,2021-09-12
v-002506,s-0078,eco-0138,2.11,11,2021-09-19
v-002507,s-0083,eco-0211,10.77,50,2021-02-06
v-002508,s-0087,eco-0476,10.81,42,2021-07-10
v-002509,s-0174,eco-0263,2.11,10,2021-10-26
v-002510,s-0029,eco-0349,1.61,9,2021-03-18
v-002511,s-0107,eco-0374,2.05,12,2021-04-07
v-002512,s-0036,eco-0082,2.43,10,2021-08-15
v-002513,s-0111,eco-0263,0.94,12,2021-11-02
v-002514,s-0148,eco-0143,1.38,12,2021-01-15
v-002515,s-0001,eco-0284,14.81,45,2021-12-08
v-002516,s-0123,eco-0046,3.53,12,2021-12-31
v-002517,s-0195,eco-0413,1.7,8,2021-02-27
v-002518,s-0166,eco-0475,15.94,49,2021-12-19
v-002519,s-0052,eco-0488,1.74,10,2021-08-09
v-002520,s-0092,eco-0082,1.8,9,2021-11-30
v-002521,s-0107,eco-0114,3.65,7,2021-07-24
v-002522,s-0055,eco-0221,0.88,10,2021-04-01
v-002523,s-0016,eco-0357,9.19,44,2021-03-17
v-002524,s-0107,eco-0240,0.17,5,2021-08-02
v-002525,s-0026,eco-0028,1.56,10,2021-09-30
v-002526,s-0097,eco-0170,5.78,50,2021-01-12
v-002527,s-0067,eco-0062,1.51,7,2021-03-18
v-002528,s-0040,eco-0449,0.21,9,2021-05-24
v-002529,s-0064,eco-0264,3.85,14,2021-08-29
v-002530,s-0120,eco-0276,3.16,11,2021-03-12
v-002531,s-0131,eco-0107,0.14,8,2021-11-03
v-002532,s-0040,eco-0329,3.76,11,2021-06-02
v-002533,s-0001,eco-0280,0.47,10,2021-08-22
v-002534,s-0051,eco-0177,13.72,44,2021-03-03
v-002535,s-0135,eco-0389,1.33,12,2021-05-15
v-002536,s-0073,eco-0172,2.2,13,2021-12-12
v-002537,s-0053,eco-0452,11.39,40,2021-03-20
v-002538,s-0021,eco-0243,1.5,13,2021-10-02
v-002539,s-0081,eco-0168,2.59,6,2021-02-02
v-002540,s-0014,eco-0259,9.4,45,2021-10-27
v-002541,s-0033,eco-0095,8.74,43,2021-06-09
v-002542,s-0195,eco-0463,14.3,49,2021-10-20
v-002543,s-0159,eco-0159,2.75,9,2021-05-23
v-002544,s-0147,eco-0317,2.38,9,2021-07-14
v-002545,s-0160,eco-0026,0.2,10,2021-12-12
v-002546,s-0097,eco-0260,2.93,5,2021-05-06
v-002547,s-0077,eco-0088,3.81,6,2021-05-01
v-002548,s-0041,eco-0385,3.88,9,2021-08-26
v-002549,s-0178,eco-0051,1.63,9,2021-02-18
v-002550,s-0067,eco-0412,16.58,46,2021-06-20
v-002551,s-0021,eco-0016,0.67,8,2021-02-02
v-002552,s-0043,eco-0497,10.16,44,2021-10-06
v-002553,s-0169,eco-0370,2.14,11,2021-01-01
v-002554,s-0071,eco-0097,2.88,12,2021-09-13
v-002555,s-0066,eco-0076,10.2,41,2021-03-03
v-002556,s-0065,eco-0471,3.1,15,2021-11-20
v-002557,s-0137,eco-0032,0.78,10,2021-05-07
v-002558,s-0063,eco-0165,2.35,9,2021-04-28
v-002559,s-0061,eco-0315,0.6,7,2021-01-12
v-002560,s-0090,eco-0139,2.16,6,2021-02-21
v-002561,s-0071,eco-0378,0.36,9,2021-06-24
v-002562,s-0001,eco-0387,7.09,47,2021-02-20
v-002563,s-0027,eco-0052,13.16,42,2021-02-09
v-002564,s-0051,eco-0365,6.65,49,2021-10-09
v-002565,s-0152,eco-0457,0.8,45,2021-01-02
v-002566,s-0176,eco-0499,0.25,8,2021-07-30
v-002567,s-0101,eco-0136,2.62,11,2021-10-23
v-002568,s-0049,eco-0287,1.45,10,2021-05-16
v-002569,s-0015,eco-0131,2.15,9,2021-12-13
v-002570,s-0193,eco-0138,8.32,42,2021-01-24
v-002571,s-0054,eco-0296,2.64,6,2021-01-13
v-002572,s-0073,eco-0261,2.89,8,2021-11-06
v-002573,s-0138,eco-0167,2.06,9,2021-03-05
v-002574,s-0022,eco-0373,2.84,11,2021-04-18
v-002575,s-0141,eco-0065,1.51,9,2021-02-11
v-002576,s-0006,eco-0059,1.37,8,2021-05-14
v-002577,s-0181,eco-0345,3.11,10,2021-01-19
v-002578,s-0114,eco-0019,1.26,8,2021-11-22
v-002579,s-0086,eco-0232,1.25,8,2021-10-03
v-002580,s-0176,eco-0134,2.34,11,2021-11-17
v-002581,s-0013,eco-0118,2.54,11,2021-04-16
v-002582,s-0079,eco-0031,1.67,8,2021-12-08
v-002583,s-0122,eco-0279,11.35,42,2021-11-18
v-002584,s-0195,eco-0249,3.37,11,2021-07-07
v-002585,s-0036,eco-0473,3.56,8,2021-05-30
v-002586,s-0023,eco-0211,5.58,40,2021-08-19
v-002587,s-0059,eco-0069,2.32,9,2021-10-08
v-002588,s-0059,eco-0115,0.2,8,2021-09-22
v-002589,s-0175,eco-0385,13.72,40,2021-09-26
v-002590,s-0139,eco-0463,8.78,44,2021-03-03
v-002591,s-0072,eco-0312,0.91,13,2021-11-19
v-002592,s-0076,eco-0106,0.56,7,2021-10-13
v-002593,s-0068,eco-0278,4.17,11,2021-05-14
v-002594,s-0172,eco-0183,2.89,12,2021-12-22
v-002595,s-0145,eco-0411,2.72,11,2021-05-22
v-002596,s-0194,eco-0123,1.02,9,2021-05-29
v-002597,s-0148,eco-0300,3.17,6,2021-06-19
v-002598,s-0165,eco-0050,2.77,10,2021-02-17
v-002599,s-0136,eco-0351,2.7,6,2021-12-31
v-002600,s-0192,eco-0283,0.24,7,2021-01-16
v-002601,s-0030,eco-0499,13.03,39,2021-12-19
v-002602,s-0033,eco-0111,3.03,10,2021-01-11
v-002603,s-0034,eco-0423,1.44,10,2021-12-31
v-002604,s-0105,eco-0248,15.76,42,2021-02-26
v-002605,s-0090,eco-0338,1.14,8,2021-04-21
v-002606,s-0044,eco-0262,1.82,8,2021-09-19
v-002607,s-0106,eco-0219,11.72,49,2021-01-05
v-002608,s-0181,eco-0474,1.15,8,2021-11-04
v-002609,s-0156,eco-0043,1.83,10,2021-11-01
v-002610,s-0126,eco-0015,18.13,42,2021-10-19
v-002611,s-0078,eco-0338,2.09,6,2021-09-13
v-002612,s-0189,eco-0261,3.62,7,2021-12-11
v-002613,s-0147,eco-0215,2.23,9,2021-06-23
v-002614,s-0114,eco-0047,1.24,9,2021-09-18
v-002615,s-0027,eco-0319,1.48,12,2021-12-17
v-002616,s-0114,eco-0151,3.11,9,2021-12-18
v-002617,s-0111,eco-0464,2.95,7,2021-03-25
v-002618,s-0023,eco-0263,10.47,47,2021-07-16
v-002619,s-0065,eco-0026,2.24,10,2021-05-01
v-002620,s-0105,eco-0263,2.15,10,2021-01-05
v-002621,s-0006,eco-0167,1.92,9,2021-12-16
v-002622,s-0170,eco-0297,2.68,12,2021-11-29
v-002623,s-0165,eco-0234,1.5,10,2021-05-11
v-002624,s-0086,eco-0016,3.19,7,2021-12-14
v-002625,s-0004,eco-0206,0.95,7,2021-04-08
v-002626,s-0176,eco-0248,1.41,9,2021-05-23
v-002627,s-0105,eco-0445,1.08,47,2021-03-23
v-002628,s-0030,eco-0188,14.26,52,2021-12-21
v-002629,s-0122,eco-0164,4.46,8,2021-03-03
v-002630,s-0061,eco-0390,9.33,48,2021-10-16
v-002631,s-0066,eco-0060,2.01,12,2021-10-27
v-002632,s-0151,eco-0382,1.75,10,2021-10-28
v-002633,s-0184,eco-0045,13.32,38,2021-04-07
v-002634,s-0129,eco-0148,3.61,9,2021-11-19
v-002635,s-0179,eco-0061,9.09,40,2021-09-07
v-002636,s-0105,eco-0331,1.97,8,2021-08-30
v-002637,s-0166,eco-0036,1.48,11,2021-05-02
v-002638,s-0062,eco-0087,1.16,13,2021-01-22
v-002639,s-0166,eco-0092,3.63,7,2021-04-02
v-002640,s-0147,eco-0097,3.47,12,2021-10-03
v-002641,s-0120,eco-0264,10.98,47,2021-01-20
v-002642,s-0071,eco-0320,2.41,10,2021-07-16
v-002643,s-0136,eco-0445,12.83,45,2021-06-15
v-002644,s-0120,eco-0237,2.37,9,2021-11-08
v-002645,s-0037,eco-0423,2.52,11,2021-05-29
v-002646,s-0197,eco-0181,0.52,11,2021-10-02
v-002647,s-0062,eco-0350,17.66,43,2021-03-05
v-002648,s-0113,eco-0331,7.19,50,2021-07-20
v-002649,s-0092,eco-0484,7.32,41,2021-03-05
v-002650,s-0066,eco-0156,1.51,10,2021-04-15
v-002651,s-0169,eco-0099,14.95,44,2021-04-11
v-002652,s-0049,eco-0354,3.12,9,2021-10-28
v-002653,s-0198,eco-0468,2.23,14,2021-06-05
v-002654,s-0183,eco-0168,2.82,10,2021-11-03
v-002655,s-0061,eco-0373,2.53,8,2021-10-17
v-002656,s-0027,eco-0210,12.11,37,2021-08-01
v-002657,s-0086,eco-0440,0.15,10,2021-12-09
v-002658,s-0005,eco-0351,1.1,10,2021-12-03
v-002659,s-0029,eco-0213,10.84,45,2021-07-02
v-002660,s-0138,eco-0122,14.87,43,2021-03-03
v-002661,s-0015,eco-0113,3.07,6,2021-04-12
v-002662,s-0025,eco-0179,9.55,46,2021-01-16
v-002663,s-0068,eco-0149,14.58,46,2021-06-22
v-002664,s-0129,eco-0481,3.02,9,2021-01-29
v-002665,s-0028,eco-0373,9.24,47,2021-11-23
v-002666,s-0199,eco-0401,1.29,11,2021-08-26
v-002667,s-0028,eco-0244,2.66,9,2021-05-17
v-002668,s-0054,eco-0078,1.57,10,2021-06-03
v-002669,s-0014,eco-0256,1.41,10,2021-12-29
v-002670,s-0193,eco-0054,2.91,12,2021-09-19
v-002671,s-0149,eco-0286,1.35,9,2021-07-14
v-002672,s-0005,eco-0299,0.12,44,2021-12-05
v-002673,s-0101,eco-0057,9.32,41,2021-10-08
v-002674,s-0070,eco-0079,0.68,11,2021-11-09
v-002675,s-0065,eco-0160,10.2,41,2021-11-10
v-002676,s-0054,eco-0042,8.97,49,2021-06-07
v-002677,s-0077,eco-0480,4.11,9,2021-05-06
v-002678,s-0169,eco-0475,1.05,12,2021-10-14
v-002679,s-0075,eco-0487,0.27,53,2021-01-16
v-002680,s-0014,eco-0243,9.25,45,2021-04-13
v-002681,s-0044,eco-0427,2.34,9,2021-05-03
v-002682,s-0028,eco-0334,4.41,42,2021-10-29
v-002683,s-0090,eco-0077,1.99,10,2021-01-30
v-002684,s-0192,eco-0202,2.57,10,2021-06-30
v-002685,s-0193,eco-0302,8.29,42,2021-08-28
v-002686,s-0131,eco-0349,0.79,10,2021-05-25
v-002687,s-0183,eco-0278,2.68,9,2021-08-03
v-002688,s-0129,eco-0489,9.87,42,2021-01-06
v-002689,s-0077,eco-0151,11.25,40,2021-01-04
v-002690,s-0188,eco-0240,0.09,12,2021-04-28
v-002691,s-0004,eco-0487,2.91,14,2021-09-12
v-002692,s-0036,eco-0251,11.1,49,2021-11-27
v-002693,s-0075,eco-0158,2.12,9,2021-03-09
v-002694,s-0087,eco-0445,2.65,10,2021-04-10
v-002695,s-0092,eco-0007,6.97,47,2021-02-03
v-002696,s-0107,eco-0036,9.77,41,2021-12-10
v-002697,s-0056,eco-0162,0.05,10,2021-06-27
v-002698,s-0106,eco-0097,2.0,13,2021-08-18
v-002699,s-0198,eco-0427,14.11,47,2021-08-16
v-002700,s-0017,eco-0137,0.82,11,2021-11-16
v-002701,s-0183,eco-0443,4.53,36,2021-01-26
v-002702,s-0026,eco-0192,2.56,9,2021-12-26
v-002703,s-0085,eco-0260,3.76,13,2021-11-03
v-002704,s-0054,eco-0496,11.38,40,2021-03-16
v-002705,s-0064,eco-0278,1.19,11,2021-03-25
v-002706,s-0171,eco-0264,3.78,49,2021-05-24
v-002707,s-0125,eco-0057,2.18,7,2021-12-05
v-002708,s-0102,eco-0247,1.39,12,2021-08-11
v-002709,s-0037,eco-0420,1.36,10,2021-11-26
v-002710,s-0054,eco-0469,2.01,12,2021-12-31
v-002711,s-0051,eco-0059,3.17,9,2021-04-10
v-002712,s-0140,eco-0052,0.4,8,2021-01-15
v-002713,s-0010,eco-0219,2.35,10,2021-07-02
v-002714,s-0062,eco-0321,2.38,10,2021-04-28
v-002715,s-0160,eco-0229,1.54,11,2021-02-10
v-002716,s-0114,eco-0011,2.78,15,2021-06-05
v-002717,s-0087,eco-0027,6.32,48,2021-09-13
v-002718,s-0139,eco-0057,13.61,46,2021-02-03
v-002719,s-0018,eco-0453,15.97,41,2021-03-07
v-002720,s-0011,eco-0009,14.47,53,2021-11-17
v-002721,s-0197,eco-0445,2.99,8,2021-05-16
v-002722,s-0072,eco-0021,3.12,11,2021-09-06
v-002723,s-0149,eco-0074,9.25,42,2021-02-03
v-002724,s-0176,eco-0342,15.47,40,2021-11-30
v-002725,s-0180,eco-0165,0.83,12,2021-03-06
v-002726,s-0167,eco-0067,7.87,40,2021-11-02
v-002727,s-0183,eco-0352,3.08,8,2021-03-25
v-002728,s-0112,eco-0257,0.61,10,2021-08-12
v-002729,s-0109,eco-0121,0.55,5,2021-09-25
v-002730,s-0148,eco-0238,3.26,7,2021-03-04
v-002731,s-0061,eco-0393,1.1,9,2021-03-01
v-002732,s-0077,eco-0194,0.68,10,2021-06-19
v-002733,s-0059,eco-0202,0.11,8,2021-03-13
v-002734,s-0178,eco-0123,3.35,8,2021-12-27
v-002735,s-0126,eco-0439,5.15,46,2021-10-04
v-002736,s-0195,eco-0020,4.2,9,2021-11-14
v-002737,s-0182,eco-0447,15.61,44,2021-12-18
v-002738,s-0041,eco-0497,14.47,42,2021-12-04
v-002739,s-0139,eco-0448,2.63,9,2021-09-22
v-002740,s-0030,eco-0009,2.37,10,2021-02-13
v-002741,s-0115,eco-0057,1.57,13,2021-03-12
v-002742,s-0104,eco-0354,0.73,11,2021-03-29
v-002743,s-0057,eco-0284,5.53,52,2021-04-06
v-002744,s-0093,eco-0392,5.64,45,2021-07-29
v-002745,s-0008,eco-0092,1.4,45,2021-09-29
v-002746,s-0162,eco-0190,1.63,9,2021-06-17
v-002747,s-0057,eco-0323,1.53,12,2021-07-15
v-002748,s-0103,eco-0343,0.93,13,2021-09-22
v-002749,s-0025,eco-0368,1.75,8,2021-12-07
v-002750,s-0122,eco-0400,3.05,9,2021-08-18
v-002751,s-0119,eco-0108,0.88,8,2021-06-22
v-002752,s-0182,eco-0052,9.7,48,2021-03-14
v-002753,s-0080,eco-0263,6.05,44,2021-10-30
v-002754,s-0120,eco-0013,9.12,43,2021-02-10
v-002755,s-0029,eco-0176,3.5,10,2021-01-25
v-002756,s-0126,eco-0129,0.17,10,2021-01-24
v-002757,s-0180,eco-0340,0.82,11,2021-03-19
v-002758,s-0176,eco-0120,4.28,9,2021-04-04
v-002759,s-0047,eco-0015,11.72,46,2021-06-18
v-002760,s-0187,eco-0151,6.47,45,2021-01-13
v-002761,s-0123,eco-0244,10.42,43,2021-04-22
v-002762,s-0006,eco-0154,13.38,37,2021-05-21
v-002763,s-0141,eco-0484,20.25,37,2021-11-22
v-002764,s-0141,eco-0266,14.36,50,2021-09-01
v-002765,s-0160,eco-0119,12.75,42,2021-10-20
v-002766,s-0046,eco-0339,11.65,41,2021-09-30
v-002767,s-0013,eco-0500,1.59,9,2021-02-02
v-002768,s-0163,eco-0086,1.65,5,2021-07-25
v-002769,s-0006,eco-0231,3.44,12,2021-12-22
v-002770,s-0022,eco-0457,2.24,9,2021-12-13
v-002771,s-0093,eco-0116,15.5,40,2021-04-10
v-002772,s-0101,eco-0390,2.7,13,2021-04-01
v-002773,s-0171,eco-0194,1.44,9,2021-02-27
v-002774,s-0165,eco-0129,0.05,11,2021-03-27
v-002775,s-0180,eco-0038,0.56,8,2021-02-28
v-002776,s-0151,eco-0028,2.69,8,2021-05-13
v-002777,s-0045,eco-0081,3.1,7,2021-07-16
v-002778,s-0037,eco-0009,2.37,9,2021-12-22
v-002779,s-0097,eco-0449,2.41,10,2021-04-27
v-002780,s-0156,eco-0099,1.21,7,2021-05-10
v-002781,s-0084,eco-0428,1.14,9,2021-11-02
v-002782,s-0010,eco-0095,15.11,40,2021-10-01
v-002783,s-0047,eco-0317,1.27,12,2021-07-09
v-002784,s-0189,eco-0110,8.79,45,2021-08-10
v-002785,s-0084,eco-0286,12.67,41,2021-06-19
v-002786,s-0071,eco-0244,2.88,6,2021-08-14
v-002787,s-0106,eco-0054,2.6,6,2021-01-20
v-002788,s-0041,eco-0172,2.35,11,2021-06-19
v-002789,s-0138,eco-0267,2.38,7,2021-04-26
v-002790,s-0167,eco-0219,10.17,45,2021-06-11
v-002791,s-0034,eco-0291,12.71,41,2021-02-09
v-002792,s-0189,eco-0220,1.19,8,2021-11-14
v-002793,s-0015,eco-0028,8.7,40,2021-03-25
v-002794,s-0129,eco-0393,13.78,36,2021-04-04
v-002795,s-0179,eco-0260,14.11,47,2021-03-12
v-002796,s-0169,eco-0043,1.84,12,2021-06-23
